id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria,volveria_comprar,calificacion_general
395,Hot Dogs,Semanal,34,8,4,Rápido,Bajo,3,True,3
396,Hamburguesas,Mensual,36,3,10,Aceptable,Medio,3,True,0
397,Tacos,Quincenal,35,5,4,Lento,Medio,10,False,7
398,Pizza,Semanal,78,6,4,Rápido,Bajo,0,True,9
399,Pizza,Quincenal,117,1,9,Lento,Medio,7,True,5
400,Hot Dogs,Semanal,49,9,3,Rápido,Alto,7,False,1
401,Hamburguesas,Quincenal,55,8,2,Aceptable,Alto,6,True,4
402,Hot Dogs,Semanal,93,7,9,Rápido,Alto,2,False,4
403,Hamburguesas,Diario,102,1,3,Rápido,Medio,8,True,4
404,Hamburguesas,Mensual,119,6,8,Rápido,Medio,6,False,8
405,Pollo Frito,Quincenal,49,9,0,Rápido,Medio,9,True,8
406,Pollo Frito,Quincenal,104,0,8,Lento,Bajo,6,True,6
407,Tacos,Mensual,64,1,8,Lento,Bajo,9,False,3
408,Hot Dogs,Mensual,57,6,2,Aceptable,Medio,5,True,2
409,Hot Dogs,Semanal,23,2,7,Rápido,Alto,1,True,2
410,Pollo Frito,Diario,28,9,9,Lento,Alto,0,False,9
411,Hamburguesas,Quincenal,65,6,0,Aceptable,Medio,1,False,9
412,Pollo Frito,Mensual,92,2,8,Aceptable,Alto,4,True,3
413,Hot Dogs,Quincenal,104,8,0,Rápido,Bajo,6,False,8
414,Hot Dogs,Diario,68,4,9,Lento,Medio,9,True,7
415,Tacos,Semanal,49,6,3,Lento,Medio,8,False,7
416,Hot Dogs,Semanal,117,1,0,Lento,Alto,0,False,1
417,Pizza,Mensual,27,10,7,Lento,Medio,8,False,1
418,Hamburguesas,Quincenal,112,7,0,Lento,Bajo,1,True,7
419,Pollo Frito,Semanal,23,6,5,Lento,Medio,3,True,3
420,Hamburguesas,Quincenal,27,10,5,Lento,Alto,3,True,8
421,Tacos,Quincenal,104,9,3,Rápido,Alto,6,False,10
422,Pollo Frito,Mensual,114,7,7,Rápido,Bajo,8,True,10
423,Pollo Frito,Semanal,30,2,9,Lento,Alto,0,False,2
424,Pizza,Diario,50,8,10,Aceptable,Alto,0,True,3
425,Pizza,Diario,40,10,5,Aceptable,Bajo,3,True,2
426,Pollo Frito,Quincenal,76,6,7,Aceptable,Bajo,9,False,8
427,Hamburguesas,Semanal,97,5,9,Lento,Medio,5,False,7
428,Tacos,Mensual,95,2,1,Aceptable,Bajo,0,False,5
429,Pizza,Semanal,30,7,9,Lento,Alto,5,True,0
430,Hot Dogs,Semanal,87,7,9,Rápido,Alto,4,True,8
431,Pollo Frito,Mensual,44,5,3,Lento,Medio,2,True,2
432,Hamburguesas,Mensual,90,0,5,Lento,Medio,2,True,9
433,Tacos,Quincenal,46,8,6,Aceptable,Alto,3,False,9
434,Pollo Frito,Mensual,61,2,7,Lento,Medio,7,False,5
435,Pollo Frito,Semanal,32,5,9,Rápido,Medio,3,True,10
436,Pizza,Mensual,30,6,5,Lento,Alto,5,False,3
437,Hamburguesas,Mensual,108,6,8,Lento,Medio,8,False,1
438,Pizza,Quincenal,24,1,7,Aceptable,Bajo,7,False,6
439,Pizza,Semanal,45,6,1,Rápido,Medio,9,True,4
440,Pollo Frito,Diario,102,5,5,Lento,Alto,7,False,1
441,Hot Dogs,Semanal,29,5,8,Lento,Bajo,0,True,1
442,Pollo Frito,Quincenal,111,5,0,Lento,Alto,9,True,0
443,Tacos,Mensual,115,6,1,Lento,Bajo,10,False,1
444,Hot Dogs,Quincenal,45,5,6,Aceptable,Bajo,5,True,5
445,Pizza,Quincenal,57,5,1,Lento,Medio,7,False,8
446,Hot Dogs,Quincenal,65,2,6,Lento,Bajo,9,False,6
447,Pollo Frito,Semanal,87,6,1,Aceptable,Bajo,3,True,7
448,Pizza,Mensual,84,4,1,Rápido,Bajo,8,True,5
449,Hot Dogs,Semanal,38,2,7,Lento,Bajo,7,False,8
450,Pollo Frito,Semanal,57,7,9,Rápido,Medio,3,False,2
451,Pizza,Mensual,23,8,4,Rápido,Medio,9,True,0
452,Hot Dogs,Mensual,101,8,0,Aceptable,Alto,8,False,4
453,Pollo Frito,Diario,91,10,8,Aceptable,Bajo,8,False,3
454,Pizza,Diario,50,5,3,Aceptable,Bajo,8,True,10
455,Pizza,Semanal,113,9,0,Rápido,Alto,2,False,8
456,Hamburguesas,Mensual,27,0,10,Rápido,Medio,9,True,1
457,Pollo Frito,Diario,24,4,5,Rápido,Medio,6,False,1
458,Pizza,Mensual,53,4,6,Aceptable,Bajo,5,True,4
459,Hamburguesas,Mensual,47,9,2,Aceptable,Bajo,9,True,5
460,Hamburguesas,Diario,45,6,9,Aceptable,Alto,3,True,3
461,Pollo Frito,Quincenal,62,4,0,Rápido,Alto,2,False,9
462,Hamburguesas,Quincenal,45,0,1,Aceptable,Alto,7,False,9
463,Hamburguesas,Mensual,84,3,8,Lento,Medio,2,False,10
464,Pizza,Diario,101,5,4,Aceptable,Alto,3,False,0
465,Hot Dogs,Diario,105,9,10,Aceptable,Bajo,2,False,6
466,Pizza,Mensual,70,2,10,Lento,Alto,5,False,7
467,Pizza,Quincenal,118,7,5,Lento,Bajo,5,False,4
468,Pizza,Diario,27,3,6,Lento,Alto,2,False,3
469,Hamburguesas,Semanal,56,10,9,Lento,Bajo,4,True,6
470,Tacos,Diario,29,1,5,Rápido,Bajo,2,False,9
471,Pizza,Mensual,114,1,0,Rápido,Medio,8,False,3
472,Pizza,Mensual,34,4,6,Lento,Bajo,1,True,0
473,Tacos,Semanal,91,6,6,Aceptable,Medio,1,True,6
474,Hot Dogs,Mensual,67,3,1,Rápido,Bajo,0,False,8
475,Pollo Frito,Mensual,50,6,5,Rápido,Alto,0,True,5
476,Hot Dogs,Quincenal,84,9,3,Rápido,Medio,4,True,0
477,Tacos,Mensual,89,7,3,Rápido,Alto,4,True,3
478,Hamburguesas,Diario,61,4,9,Lento,Medio,6,False,7
479,Pizza,Mensual,81,6,9,Lento,Bajo,0,True,2
480,Tacos,Semanal,79,1,10,Aceptable,Alto,6,True,1
481,Hot Dogs,Quincenal,47,2,9,Rápido,Alto,10,True,3
482,Pollo Frito,Semanal,113,0,2,Lento,Alto,5,False,9
483,Hot Dogs,Semanal,92,0,3,Aceptable,Alto,8,False,1
484,Tacos,Mensual,117,6,3,Lento,Bajo,0,True,10
485,Hot Dogs,Diario,91,7,10,Rápido,Bajo,7,True,7
486,Hamburguesas,Quincenal,89,0,5,Aceptable,Bajo,6,True,0
487,Pollo Frito,Quincenal,82,9,2,Lento,Medio,4,True,4
488,Hot Dogs,Mensual,69,4,0,Lento,Bajo,10,False,2
489,Tacos,Quincenal,96,9,8,Lento,Medio,1,False,6
490,Tacos,Quincenal,37,4,10,Lento,Bajo,2,False,4
491,Pizza,Quincenal,94,8,7,Rápido,Bajo,7,True,1
492,Pizza,Mensual,34,9,6,Lento,Bajo,4,True,4
493,Hot Dogs,Diario,20,5,2,Aceptable,Medio,6,False,6
494,Pollo Frito,Semanal,38,4,9,Aceptable,Bajo,5,True,2
495,Hamburguesas,Semanal,60,7,7,Lento,Alto,5,False,3
496,Tacos,Mensual,23,4,0,Lento,Alto,5,False,6
497,Hot Dogs,Diario,22,9,10,Aceptable,Bajo,2,False,7
498,Pizza,Diario,34,7,6,Lento,Medio,1,False,1
499,Pollo Frito,Mensual,56,4,10,Rápido,Medio,2,False,9
500,Pollo Frito,Quincenal,73,1,8,Lento,Medio,9,True,8
501,Tacos,Mensual,67,6,2,Rápido,Medio,10,True,7
502,Pollo Frito,Semanal,100,6,9,Rápido,Alto,5,True,9
503,Pollo Frito,Semanal,53,4,9,Aceptable,Bajo,8,True,3
504,Hot Dogs,Quincenal,48,3,5,Aceptable,Bajo,1,False,2
505,Tacos,Quincenal,97,2,4,Lento,Medio,4,True,7
506,Pollo Frito,Diario,29,6,7,Aceptable,Alto,8,False,4
507,Hot Dogs,Quincenal,37,4,6,Aceptable,Bajo,2,False,7
508,Hot Dogs,Semanal,74,8,7,Rápido,Alto,5,False,1
509,Pollo Frito,Semanal,63,3,9,Lento,Bajo,2,True,4
510,Pollo Frito,Quincenal,48,2,8,Rápido,Bajo,6,True,1
511,Hot Dogs,Semanal,68,2,9,Aceptable,Alto,6,True,6
512,Pizza,Mensual,101,9,7,Lento,Alto,6,False,4
513,Tacos,Quincenal,37,0,4,Aceptable,Alto,6,True,6
514,Hamburguesas,Semanal,31,5,5,Rápido,Medio,8,False,6
515,Pollo Frito,Semanal,43,2,6,Aceptable,Medio,1,True,7
516,Hamburguesas,Diario,116,7,0,Lento,Alto,0,True,7
517,Pollo Frito,Semanal,20,8,5,Aceptable,Bajo,5,False,6
518,Tacos,Mensual,80,10,8,Lento,Alto,6,True,10
519,Pizza,Mensual,96,3,10,Rápido,Medio,3,False,5
520,Hamburguesas,Diario,63,10,10,Rápido,Bajo,0,True,1
521,Hamburguesas,Mensual,117,6,7,Aceptable,Medio,10,True,4
522,Pollo Frito,Semanal,36,9,1,Rápido,Medio,0,False,8
523,Pollo Frito,Semanal,25,8,7,Rápido,Alto,2,True,9
524,Pizza,Semanal,120,0,1,Rápido,Alto,5,False,7
525,Hot Dogs,Semanal,112,6,5,Rápido,Medio,0,True,2
526,Hot Dogs,Mensual,105,5,0,Lento,Alto,5,True,0
527,Pizza,Quincenal,69,9,7,Aceptable,Medio,6,True,1
528,Pizza,Mensual,100,1,9,Lento,Alto,9,False,10
529,Pollo Frito,Mensual,35,9,9,Lento,Alto,5,True,1
530,Pizza,Diario,91,6,0,Aceptable,Medio,2,False,8
531,Hamburguesas,Semanal,113,6,2,Rápido,Medio,2,True,6
532,Hamburguesas,Diario,53,5,0,Aceptable,Alto,4,True,0
533,Pizza,Quincenal,56,8,10,Lento,Bajo,8,True,1
534,Hot Dogs,Semanal,26,3,3,Rápido,Alto,1,True,4
535,Pollo Frito,Semanal,102,6,2,Lento,Bajo,9,True,2
536,Hamburguesas,Mensual,66,2,7,Rápido,Bajo,8,True,3
537,Tacos,Quincenal,68,4,2,Lento,Medio,6,False,0
538,Pizza,Quincenal,27,3,2,Lento,Medio,0,False,3
539,Pollo Frito,Diario,55,5,3,Aceptable,Alto,2,True,5
540,Hot Dogs,Diario,25,6,8,Rápido,Medio,4,True,5
541,Hot Dogs,Mensual,85,0,2,Aceptable,Bajo,7,True,4
542,Pollo Frito,Semanal,58,8,3,Lento,Alto,8,False,6
543,Hamburguesas,Diario,84,9,10,Lento,Bajo,6,True,8
544,Pizza,Quincenal,114,9,7,Rápido,Medio,5,True,5
545,Tacos,Mensual,111,3,6,Rápido,Alto,9,False,5
546,Hot Dogs,Semanal,59,5,6,Rápido,Bajo,8,True,0
547,Hamburguesas,Quincenal,48,2,7,Rápido,Bajo,6,False,7
548,Hot Dogs,Semanal,83,9,7,Lento,Medio,9,False,1
549,Pizza,Diario,52,6,6,Rápido,Alto,5,True,1
550,Pollo Frito,Semanal,117,2,2,Rápido,Bajo,0,False,7
551,Pollo Frito,Mensual,69,0,10,Lento,Bajo,7,False,3
552,Pollo Frito,Quincenal,53,5,7,Aceptable,Medio,7,True,0
553,Hamburguesas,Diario,64,1,0,Lento,Bajo,9,False,5
554,Hamburguesas,Quincenal,34,9,2,Lento,Medio,7,True,5
555,Pizza,Semanal,106,1,3,Aceptable,Bajo,0,True,0
556,Tacos,Mensual,40,9,5,Lento,Bajo,6,False,8
557,Pizza,Mensual,89,7,7,Rápido,Alto,3,False,9
558,Hamburguesas,Semanal,70,9,8,Rápido,Medio,6,True,0
559,Tacos,Mensual,46,10,9,Aceptable,Bajo,3,False,9
560,Pizza,Mensual,42,1,3,Aceptable,Alto,6,False,1
561,Hamburguesas,Mensual,39,9,9,Rápido,Bajo,7,False,8
562,Hot Dogs,Diario,42,2,10,Aceptable,Alto,8,False,8
563,Pizza,Quincenal,20,6,7,Aceptable,Bajo,10,False,2
564,Pollo Frito,Semanal,76,10,7,Aceptable,Alto,5,False,5
565,Hot Dogs,Mensual,103,4,5,Aceptable,Medio,2,False,9
566,Tacos,Semanal,82,4,1,Lento,Medio,3,True,7
567,Hamburguesas,Diario,63,2,10,Aceptable,Medio,6,False,6
568,Hamburguesas,Diario,79,9,0,Aceptable,Alto,0,True,10
569,Hamburguesas,Semanal,37,0,3,Rápido,Alto,10,True,10
570,Hamburguesas,Quincenal,53,2,1,Rápido,Medio,10,True,5
571,Pizza,Quincenal,59,4,9,Aceptable,Bajo,1,False,7
572,Hamburguesas,Quincenal,46,5,7,Lento,Bajo,2,True,10
573,Hot Dogs,Diario,56,1,4,Rápido,Medio,2,True,7
574,Hamburguesas,Mensual,33,6,0,Rápido,Medio,1,True,5
575,Pollo Frito,Quincenal,27,8,3,Rápido,Medio,3,True,0
576,Pollo Frito,Mensual,51,5,9,Aceptable,Medio,7,False,0
577,Pollo Frito,Diario,101,0,9,Aceptable,Alto,10,False,7
578,Hamburguesas,Mensual,105,1,1,Aceptable,Alto,0,True,2
579,Hot Dogs,Mensual,47,9,7,Rápido,Alto,1,False,4
580,Hamburguesas,Quincenal,90,3,1,Rápido,Medio,10,False,10
581,Pizza,Mensual,53,4,10,Aceptable,Medio,1,False,0
582,Pizza,Diario,26,7,6,Aceptable,Bajo,6,False,2
583,Tacos,Mensual,42,0,9,Rápido,Alto,3,False,0
584,Pizza,Diario,80,0,10,Lento,Bajo,2,True,8
585,Hamburguesas,Semanal,87,3,5,Lento,Alto,2,False,8
586,Tacos,Quincenal,103,2,0,Lento,Medio,1,False,1
587,Hamburguesas,Semanal,81,0,2,Aceptable,Bajo,2,True,5
588,Pollo Frito,Semanal,90,3,10,Aceptable,Bajo,2,True,2
589,Tacos,Mensual,84,7,6,Lento,Bajo,8,True,0
590,Hamburguesas,Quincenal,72,7,6,Lento,Bajo,3,False,6
591,Hot Dogs,Semanal,27,8,0,Lento,Medio,5,True,2
592,Hamburguesas,Diario,29,6,7,Rápido,Medio,7,True,3
593,Pizza,Quincenal,53,9,10,Aceptable,Alto,5,True,10
594,Hamburguesas,Semanal,120,3,8,Rápido,Medio,10,True,5
595,Pizza,Diario,30,5,9,Aceptable,Medio,7,True,7
596,Hamburguesas,Mensual,90,8,3,Aceptable,Medio,10,True,7
597,Hot Dogs,Semanal,113,9,1,Rápido,Medio,3,True,1
598,Tacos,Mensual,110,1,8,Rápido,Bajo,2,True,2
599,Hamburguesas,Semanal,36,1,6,Rápido,Bajo,10,False,2
600,Tacos,Diario,87,10,5,Aceptable,Bajo,3,False,1
601,Hot Dogs,Mensual,22,2,8,Lento,Alto,1,True,10
602,Tacos,Diario,43,0,6,Lento,Alto,5,False,1
603,Hot Dogs,Diario,108,9,3,Rápido,Bajo,3,False,4
604,Hot Dogs,Mensual,107,3,0,Lento,Medio,1,False,9
605,Tacos,Mensual,98,4,8,Rápido,Bajo,0,False,3
606,Pollo Frito,Mensual,58,5,5,Rápido,Medio,9,True,5
607,Tacos,Mensual,21,5,8,Lento,Medio,7,False,9
608,Tacos,Mensual,76,8,1,Lento,Bajo,6,False,7
609,Pizza,Quincenal,101,0,5,Aceptable,Medio,0,True,0
610,Hamburguesas,Diario,34,10,5,Lento,Alto,9,True,9
611,Hamburguesas,Diario,77,7,6,Rápido,Medio,0,False,7
612,Hot Dogs,Mensual,36,6,3,Aceptable,Alto,0,True,2
613,Pizza,Semanal,118,6,8,Lento,Bajo,9,False,6
614,Hot Dogs,Mensual,114,8,10,Lento,Medio,8,False,9
615,Tacos,Mensual,41,10,5,Aceptable,Bajo,5,True,8
616,Hamburguesas,Semanal,28,1,1,Aceptable,Alto,5,False,7
617,Pizza,Diario,64,8,9,Rápido,Bajo,8,True,10
618,Pizza,Quincenal,79,3,4,Rápido,Alto,7,True,7
619,Hamburguesas,Semanal,114,7,9,Lento,Alto,7,False,6
620,Tacos,Quincenal,97,7,7,Aceptable,Bajo,2,True,5
621,Pollo Frito,Semanal,30,10,1,Aceptable,Bajo,6,True,4
622,Hot Dogs,Quincenal,90,6,3,Rápido,Alto,6,False,6
623,Hot Dogs,Semanal,45,9,10,Aceptable,Alto,0,False,8
624,Pizza,Quincenal,120,4,3,Lento,Medio,1,True,9
625,Hot Dogs,Diario,40,4,8,Rápido,Bajo,3,False,2
626,Tacos,Mensual,36,4,0,Rápido,Alto,1,False,9
627,Pizza,Mensual,77,4,8,Lento,Medio,0,True,10
628,Hot Dogs,Quincenal,84,9,1,Rápido,Medio,6,True,1
629,Hot Dogs,Mensual,23,8,8,Lento,Medio,6,True,3
630,Pollo Frito,Diario,70,4,6,Rápido,Medio,8,False,6
631,Hot Dogs,Mensual,90,1,3,Rápido,Alto,4,True,9
632,Pizza,Mensual,43,3,1,Rápido,Medio,1,False,1
633,Tacos,Quincenal,40,10,3,Rápido,Alto,2,True,3
634,Hot Dogs,Quincenal,88,5,0,Aceptable,Medio,9,False,0
635,Hot Dogs,Semanal,40,10,6,Lento,Alto,10,True,8
636,Hamburguesas,Semanal,79,8,10,Rápido,Medio,9,True,4
637,Hamburguesas,Quincenal,69,8,3,Aceptable,Alto,5,False,0
638,Pollo Frito,Semanal,89,1,6,Rápido,Bajo,1,True,2
639,Tacos,Diario,57,4,3,Lento,Bajo,9,False,8
640,Tacos,Mensual,45,2,0,Aceptable,Bajo,4,True,4
641,Pizza,Mensual,36,7,1,Lento,Bajo,7,False,2
642,Tacos,Semanal,102,4,9,Rápido,Alto,0,False,5
643,Hot Dogs,Diario,32,0,2,Rápido,Medio,1,False,9
644,Tacos,Mensual,92,1,2,Lento,Alto,3,True,4
645,Pollo Frito,Mensual,70,4,5,Aceptable,Alto,5,True,3
646,Pizza,Mensual,79,2,2,Rápido,Bajo,7,False,2
647,Hot Dogs,Quincenal,26,1,1,Aceptable,Medio,5,True,3
648,Pizza,Semanal,106,9,9,Lento,Bajo,6,False,5
649,Pollo Frito,Quincenal,65,2,8,Aceptable,Medio,0,True,9
650,Hamburguesas,Semanal,103,9,6,Aceptable,Alto,0,True,8
651,Tacos,Semanal,38,3,2,Lento,Bajo,3,True,1
652,Pizza,Quincenal,70,0,9,Lento,Bajo,2,False,7
653,Hot Dogs,Quincenal,104,10,7,Aceptable,Bajo,3,True,4
654,Hot Dogs,Mensual,110,7,5,Lento,Medio,7,False,5
655,Pollo Frito,Quincenal,118,0,5,Lento,Bajo,5,True,10
656,Pollo Frito,Quincenal,25,7,10,Rápido,Bajo,8,True,7
657,Tacos,Quincenal,84,6,0,Rápido,Bajo,6,False,1
658,Hamburguesas,Mensual,92,6,7,Lento,Bajo,4,True,3
659,Hot Dogs,Diario,76,9,0,Lento,Medio,2,False,8
660,Pizza,Quincenal,59,5,4,Lento,Medio,9,False,7
661,Pizza,Diario,35,2,3,Aceptable,Medio,0,False,6
662,Tacos,Mensual,105,4,5,Aceptable,Medio,10,True,2
663,Tacos,Diario,20,5,3,Aceptable,Bajo,3,False,2
664,Tacos,Semanal,63,6,1,Lento,Medio,2,True,4
665,Pizza,Diario,64,7,3,Aceptable,Bajo,8,True,10
666,Hamburguesas,Semanal,111,8,5,Rápido,Bajo,8,True,9
667,Pizza,Mensual,75,5,0,Lento,Medio,5,True,2
668,Pollo Frito,Mensual,95,4,7,Aceptable,Bajo,7,True,9
669,Pizza,Semanal,116,8,1,Rápido,Alto,9,False,3
670,Hamburguesas,Mensual,65,9,0,Aceptable,Alto,5,True,3
671,Hot Dogs,Mensual,38,10,9,Aceptable,Bajo,3,True,5
672,Pizza,Diario,65,0,4,Aceptable,Medio,9,True,0
673,Pizza,Mensual,120,4,0,Aceptable,Bajo,0,True,5
674,Tacos,Semanal,94,9,10,Rápido,Medio,5,True,0
675,Pollo Frito,Semanal,96,5,8,Lento,Medio,10,False,5
676,Tacos,Quincenal,117,4,2,Lento,Medio,5,True,8
677,Hamburguesas,Mensual,48,4,3,Aceptable,Alto,7,False,0
678,Hamburguesas,Quincenal,81,2,4,Aceptable,Medio,7,False,6
679,Tacos,Mensual,65,3,6,Lento,Bajo,1,False,0
680,Hamburguesas,Diario,88,8,1,Rápido,Alto,3,True,3
681,Pizza,Diario,84,0,1,Lento,Alto,8,True,6
682,Pizza,Mensual,91,10,10,Lento,Medio,8,False,7
683,Hot Dogs,Diario,59,7,3,Aceptable,Medio,1,True,7
684,Pizza,Mensual,91,1,10,Lento,Alto,6,True,5
685,Hamburguesas,Mensual,62,4,0,Lento,Bajo,7,True,7
686,Tacos,Semanal,85,1,3,Aceptable,Alto,8,False,10
687,Hot Dogs,Diario,57,9,10,Lento,Bajo,4,False,8
688,Hot Dogs,Semanal,31,6,4,Aceptable,Bajo,5,False,2
689,Hamburguesas,Semanal,38,8,5,Rápido,Bajo,4,True,7
690,Hot Dogs,Quincenal,47,7,8,Rápido,Bajo,10,True,8
691,Hamburguesas,Semanal,60,4,6,Rápido,Medio,10,True,5
692,Pollo Frito,Mensual,75,6,0,Lento,Alto,7,True,3
693,Tacos,Semanal,99,10,8,Rápido,Bajo,3,True,4
694,Pizza,Semanal,48,8,3,Aceptable,Alto,5,True,9
695,Pollo Frito,Mensual,61,6,4,Lento,Alto,5,False,7
696,Hot Dogs,Diario,81,10,1,Rápido,Alto,2,False,5
697,Pollo Frito,Quincenal,59,5,4,Lento,Medio,1,False,8
698,Hot Dogs,Diario,59,7,5,Rápido,Bajo,2,True,5
699,Hot Dogs,Mensual,98,4,0,Rápido,Alto,6,False,6
700,Pizza,Quincenal,99,0,4,Aceptable,Alto,6,False,6
701,Hamburguesas,Semanal,83,8,7,Rápido,Alto,8,True,4
702,Pizza,Mensual,73,2,7,Rápido,Medio,7,False,2
703,Tacos,Semanal,58,8,5,Rápido,Alto,7,True,4
704,Hot Dogs,Diario,50,8,10,Lento,Alto,1,True,1
705,Pollo Frito,Semanal,75,10,2,Rápido,Bajo,8,False,10
706,Pollo Frito,Diario,100,4,3,Aceptable,Alto,4,False,4
707,Pizza,Quincenal,81,0,6,Rápido,Medio,5,False,10
708,Pollo Frito,Quincenal,75,8,10,Rápido,Bajo,2,True,5
709,Pollo Frito,Semanal,112,3,3,Rápido,Alto,0,False,7
710,Pizza,Diario,47,0,4,Rápido,Bajo,7,True,3
711,Pizza,Mensual,113,3,6,Aceptable,Alto,10,False,1
712,Pollo Frito,Diario,32,7,8,Lento,Bajo,1,False,4
713,Pizza,Quincenal,54,8,9,Aceptable,Bajo,10,False,3
714,Hamburguesas,Quincenal,101,7,2,Rápido,Medio,9,False,7
715,Hamburguesas,Quincenal,24,3,6,Lento,Alto,7,False,5
716,Pizza,Semanal,104,2,6,Rápido,Medio,7,False,1
717,Hamburguesas,Mensual,91,10,6,Lento,Medio,8,True,1
718,Pollo Frito,Quincenal,82,6,4,Lento,Alto,5,True,8
719,Tacos,Diario,81,0,7,Lento,Bajo,2,False,8
720,Hamburguesas,Semanal,97,4,7,Rápido,Alto,1,True,9
721,Tacos,Mensual,23,3,0,Rápido,Alto,8,False,0
722,Tacos,Semanal,120,8,1,Rápido,Medio,1,True,1
723,Pollo Frito,Diario,51,8,0,Rápido,Medio,2,True,6
724,Pizza,Semanal,101,6,10,Lento,Medio,7,False,9
725,Pollo Frito,Quincenal,51,2,7,Aceptable,Medio,10,False,9
726,Hot Dogs,Diario,46,1,5,Rápido,Medio,2,False,0
727,Tacos,Quincenal,74,5,7,Lento,Alto,1,False,3
728,Tacos,Mensual,50,3,5,Lento,Medio,7,True,0
729,Hamburguesas,Quincenal,67,4,3,Aceptable,Alto,1,True,7
730,Hamburguesas,Diario,80,3,4,Rápido,Medio,9,False,7
731,Pollo Frito,Diario,55,9,9,Rápido,Bajo,6,False,5
732,Tacos,Diario,30,4,5,Aceptable,Alto,2,False,5
733,Tacos,Quincenal,57,9,7,Lento,Bajo,3,True,4
734,Hot Dogs,Mensual,120,5,2,Lento,Medio,0,False,5
735,Pizza,Semanal,68,2,9,Rápido,Bajo,8,False,7
736,Tacos,Diario,101,4,7,Aceptable,Bajo,3,False,0
737,Tacos,Diario,23,10,8,Lento,Alto,4,False,10
738,Hot Dogs,Quincenal,28,7,9,Aceptable,Alto,1,True,10
739,Pizza,Mensual,103,10,7,Rápido,Medio,2,False,9
740,Hot Dogs,Quincenal,99,8,8,Rápido,Bajo,1,True,8
741,Hot Dogs,Mensual,34,10,7,Aceptable,Medio,8,False,6
742,Tacos,Quincenal,87,5,10,Aceptable,Bajo,0,False,4
743,Pollo Frito,Quincenal,73,6,9,Aceptable,Bajo,2,False,4
744,Hot Dogs,Semanal,105,3,3,Rápido,Medio,0,False,7
745,Hot Dogs,Quincenal,20,6,8,Lento,Medio,6,True,8
746,Hot Dogs,Mensual,64,2,1,Rápido,Medio,2,True,8
747,Hot Dogs,Quincenal,22,8,5,Lento,Bajo,7,True,0
748,Hot Dogs,Mensual,34,5,7,Aceptable,Bajo,8,True,2
749,Tacos,Semanal,38,5,8,Rápido,Bajo,6,True,1
750,Hot Dogs,Diario,120,9,4,Rápido,Medio,4,False,6
751,Tacos,Mensual,24,5,8,Lento,Bajo,8,False,1
752,Tacos,Quincenal,58,4,3,Lento,Alto,5,True,2
753,Pollo Frito,Diario,96,2,7,Rápido,Alto,5,True,7
754,Pollo Frito,Diario,40,4,1,Rápido,Alto,6,False,7
755,Hamburguesas,Diario,67,10,10,Lento,Medio,1,True,8
756,Pollo Frito,Diario,66,5,3,Rápido,Alto,3,True,2
757,Pollo Frito,Semanal,67,10,2,Lento,Alto,3,True,8
758,Pizza,Diario,52,2,0,Rápido,Medio,8,True,4
759,Pizza,Diario,89,6,4,Rápido,Bajo,0,False,4
760,Tacos,Quincenal,104,1,3,Rápido,Medio,1,True,2
761,Pizza,Mensual,29,1,7,Lento,Bajo,1,False,3
762,Hot Dogs,Semanal,61,8,6,Aceptable,Bajo,5,True,9
763,Tacos,Mensual,69,7,9,Lento,Bajo,4,False,0
764,Pollo Frito,Semanal,26,0,1,Lento,Medio,10,True,0
765,Hamburguesas,Quincenal,111,5,6,Aceptable,Medio,9,False,8
766,Pollo Frito,Semanal,40,0,10,Lento,Medio,8,True,4
767,Pollo Frito,Quincenal,41,5,7,Rápido,Medio,9,True,2
768,Hot Dogs,Diario,105,1,7,Aceptable,Bajo,7,True,9
769,Hamburguesas,Mensual,49,2,1,Rápido,Alto,7,True,5
770,Tacos,Mensual,114,1,3,Rápido,Alto,8,True,7
771,Tacos,Quincenal,40,5,3,Rápido,Bajo,1,True,8
772,Tacos,Diario,98,1,9,Lento,Bajo,5,True,1
773,Pollo Frito,Diario,113,10,10,Lento,Medio,0,True,2
774,Pizza,Semanal,35,4,10,Lento,Bajo,5,True,1
775,Pollo Frito,Diario,61,8,4,Aceptable,Alto,1,True,1
776,Tacos,Semanal,34,10,9,Aceptable,Bajo,1,False,9
777,Pizza,Mensual,38,7,2,Lento,Medio,6,True,2
778,Tacos,Mensual,120,1,5,Rápido,Medio,10,True,6
779,Hamburguesas,Quincenal,50,5,10,Lento,Alto,6,True,0
780,Pizza,Mensual,52,5,5,Rápido,Alto,8,False,6
781,Hamburguesas,Diario,108,9,10,Lento,Medio,4,False,4
782,Pollo Frito,Semanal,107,4,10,Rápido,Medio,4,True,6
783,Hot Dogs,Mensual,54,2,4,Aceptable,Medio,10,False,8
784,Pollo Frito,Quincenal,69,0,1,Aceptable,Medio,9,False,5
785,Pollo Frito,Mensual,81,0,4,Lento,Medio,4,True,5
786,Pizza,Semanal,90,8,2,Rápido,Bajo,1,False,9
787,Tacos,Diario,78,4,9,Aceptable,Alto,5,False,9
788,Hot Dogs,Quincenal,114,9,5,Aceptable,Alto,4,True,1
789,Tacos,Semanal,32,1,7,Lento,Alto,6,False,10
790,Hamburguesas,Diario,53,0,4,Lento,Medio,10,False,7
